Titre,Titre2,Nom,Nom2,Avis,NoteGlobale,Équilibre_vie_professionnelle_personnelle,Salaire_Avantages_sociaux,Sécurité_emploi_Évolution_carrière,Management,Culture_d'entreprise,Metier
DATA SCIENTIST,DATA SCIENTIST - PARIS (75) - INDEED.FR,BlaBlaCar,BlaBlaCar,2.0,"4,5","3,5","4,0","2,0","3,5","5,0",data_scientist
NBM-ANALYTICS CHERCHE SON DATA SCIENTIST.,NBM-ANALYTICS CHERCHE SON DATA SCIENTIST. - MONTROUGE (92) - INDEED.FR,NBM-analytics,,,,,,,,,data_scientist
DATA ENGINEER,DATA ENGINEER - PARIS (75) - INDEED.FR,Vestiaire Collective,vestiaire collective,2.0,"4,0","4,5","3,5","3,0","3,0","5,0",data_scientist
DÉVELOPPEUR PYTHON/JAVA – DATA SCIENCE – OPTIMISATION ÉNERGÉTIQUE & IA,DÉVELOPPEUR PYTHON/JAVA – DATA SCIENCE – OPTIMISATION ÉNERGÉTIQUE & IA - PARIS - INDEED.FR,In-Team,,,,,,,,,data_scientist
DATA ENGINEER - INTERN (6MONTHS),DATA ENGINEER - INTERN (6MONTHS) - PARIS (75) - INDEED.FR,Dailymotion,Dailymotion,10.0,"3,9","4,0","3,4","3,1","3,3","4,5",data_scientist
BUSINESS ANALYST (H/F) - PARIS,BUSINESS ANALYST (H/F) - PARIS - PARIS (75) - INDEED.FR,Maisons du Monde,Maisons du Monde,330.0,"3,5","3,3","3,1","2,8","3,0","3,3",data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - COURBEVOIE (92) - INDEED.FR,Total,Total,1.0,"3,9","3,7","3,6","3,4","3,5","3,6",data_scientist
DATA ANALYST SMART FACTORY,DATA ANALYST SMART FACTORY - PARIS (75) - INDEED.FR,WeSmart,,,,,,,,,data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - SAINT-DENIS (93) - INDEED.FR,Generali France,Generali France,150.0,"3,9","3,9","3,6","3,4","3,4","3,6",data_scientist
DATA ANALYST H/F,DATA ANALYST H/F - NEUILLY-SUR-SEINE (92) - INDEED.FR,JCDecaux FR,JCDecaux,222.0,"3,8","3,6","3,3","3,2","3,3","3,6",data_scientist
DATA ANALYST H/F,DATA ANALYST H/F - MONTREUIL (93) - INDEED.FR,BNP Paribas,BNP Paribas,2.0,"3,9","3,9","3,7","3,6","3,5","3,8",data_scientist
DATA SCIENTIST (PORTUGUESE SPEAKING) M/F,DATA SCIENTIST (PORTUGUESE SPEAKING) M/F - PARIS (75) - INDEED.FR,Shift Technology,,,,,,,,,data_scientist
DATA SCIENTIST (H/F),DATA SCIENTIST (H/F) - PARIS (75) - INDEED.FR,Bankin`,,,,,,,,,data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - NANTERRE (92) - INDEED.FR,METRO,Metro,483.0,"3,9","3,7","3,5","3,4","3,5","3,6",data_scientist
DATA SCIENTIST (INTERN) H/F,DATA SCIENTIST (INTERN) H/F - PARIS (75) - INDEED.FR,Shift Technology,,,,,,,,,data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - PARIS (75) - INDEED.FR,MRM // McCann (Paris),,,,,,,,,data_scientist
BUSINESS ANALYST,BUSINESS ANALYST - PARIS (75) - INDEED.FR,BI Consulting,,,,,,,,,data_scientist
METHODS AND DATA ENGINEER,METHODS AND DATA ENGINEER - PARIS (75) - INDEED.FR,TechnipFMC,TechnipFMC,1.0,"4,0","3,9","3,9","3,4","3,6","3,8",data_scientist
STRATEGIC CUSTOMERS - JUNIOR DATA ANALYST (F/M),STRATEGIC CUSTOMERS - JUNIOR DATA ANALYST (F/M) - PARIS (75) - INDEED.FR,SAP,SAP,1.0,"4,3","4,1","4,0","3,9","3,8","4,1",data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - FONTENAY-SOUS-BOIS (94) - INDEED.FR,Consort NT,CONSORT NT,35.0,"2,9","3,2","2,4","2,5","2,5","2,5",data_scientist
DATA SCIENTIST SPANISH SPEAKING M/F,DATA SCIENTIST SPANISH SPEAKING M/F - PARIS (75) - INDEED.FR,Shift Technology,,,,,,,,,data_scientist
LEAD DATA SCIENTIST H/F,LEAD DATA SCIENTIST H/F - PARIS (75) - INDEED.FR,ACTIVUS Group,,,,,,,,,data_scientist
DATA SCIENTIST F/H,DATA SCIENTIST F/H - IVRY-SUR-SEINE (94) - INDEED.FR,Fnac-Darty,,,,,,,,,data_scientist
DATA ANALYST (M/F),DATA ANALYST (M/F) - PARIS (75) - INDEED.FR,Voodoo,,,,,,,,,data_scientist
CDI - LEAD DATA SCIENTIST (H/F),CDI - LEAD DATA SCIENTIST (H/F) - PARIS (75) - INDEED.FR,Publicis Media,Publicis Media,17.0,"3,4","3,9","3,3","2,9","3,3","3,6",data_scientist
DATA SCIENTIST DÉBUTANT PRÉDICTION FLUX PASSAGERS F/H,DATA SCIENTIST DÉBUTANT PRÉDICTION FLUX PASSAGERS F/H - PARIS 4E (75) - INDEED.FR,MP DATA,,,,,,,,,data_scientist
DATA SCIENTIST F/H,DATA SCIENTIST F/H - IVRY-SUR-SEINE (94) - INDEED.FR,Fnac,Fnac,452.0,"4,0","3,8","3,5","3,2","3,6","3,9",data_scientist
DATA SCIENTIST AIR FRANCE INDUSTRIES H/F,DATA SCIENTIST AIR FRANCE INDUSTRIES H/F - ROISSY-EN-FRANCE (95) - INDEED.FR,Air France-KLM,Air France,608.0,"4,1","3,8","3,8","3,6","3,6","4,0",data_scientist
DATA ANALYST / DATA SCIENTIST,DATA ANALYST / DATA SCIENTIST - COURBEVOIE (92) - INDEED.FR,Defacto,DEFACTO,176.0,"3,9","3,7","3,3","3,7","3,8","3,8",data_scientist
BUSINESS ANALYST (H/F) - ALTERNANCE,BUSINESS ANALYST (H/F) - ALTERNANCE - PARIS (75) - INDEED.FR,Maisons du Monde,Maisons du Monde,330.0,"3,5","3,3","3,1","2,8","3,0","3,3",data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - ISSY-LES-MOULINEAUX (92) - INDEED.FR,Transdev,Transdev,1.0,"3,4","3,1","3,2","2,9","2,9","3,1",data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - LA DÉFENSE (92) - INDEED.FR,Linagora,LINAGORA,3.0,"3,3","3,3","2,7","3,0","2,7","4,0",data_scientist
DATA SCIENTIST F/H,DATA SCIENTIST F/H - PARIS 8E (75) - INDEED.FR,CAPFI VITA DATA,,,,,,,,,data_scientist
CONSULTANT DATA SCIENTIST F/H,CONSULTANT DATA SCIENTIST F/H - 92100 BOULOGNE-BILLANCOURT - INDEED.FR,Viseo,,,,,,,,,data_scientist
JUNIOR SUPPLY CHAIN SCIENTIST,JUNIOR SUPPLY CHAIN SCIENTIST - PARIS (75) - INDEED.FR,LOKAD,,,,,,,,,data_scientist
REDACTOR(A) CONTENIDO WEB - CTD,REDACTOR(A) CONTENIDO WEB - CTD - PARIS (75) - INDEED.FR,papernest,,,,,,,,,data_scientist
ALTERNANCE - BI & DATA SCIENTIST CRM JUNIOR (F/H),ALTERNANCE - BI & DATA SCIENTIST CRM JUNIOR (F/H) - PARIS 1ER (75) - INDEED.FR,Sté Louis Vuitton Services,Louis Vuitton,496.0,"4,0","3,6","3,8","3,6","3,6","3,9",data_scientist
ALTERNANCE - DATA SCIENTIST,ALTERNANCE - DATA SCIENTIST - PUTEAUX (92) - INDEED.FR,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7",data_scientist
CONSULTANT DATA (H/F),CONSULTANT DATA (H/F) - PARIS (75) - INDEED.FR,ippon,,,,,,,,,data_scientist
DATA SCIENTIST (H/F),DATA SCIENTIST (H/F) - 75001 PARIS 1ER - INDEED.FR,KARAVEL PROMOVACANCES,,,,,,,,,data_scientist
CONSULTANT DATA GEEK (F/H),CONSULTANT DATA GEEK (F/H) - PARIS (75) - INDEED.FR,OCTO Technology,OCTO Technology,5.0,"5,0","5,0","4,6","4,6","5,0","5,0",data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - PARIS (75) - INDEED.FR,CybelAngel,,,,,,,,,data_scientist
PRODUCT MANAGER H/F - DATA SCIENTIST,PRODUCT MANAGER H/F - DATA SCIENTIST - NEUILLY-SUR-SEINE (92) - INDEED.FR,Dynacentrix,,,,,,,,,data_scientist
SENIOR DATA SCIENTIST,SENIOR DATA SCIENTIST - PARIS (75) - INDEED.FR,fifty-five,,,,,,,,,data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - PARIS (75) - INDEED.FR,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5",data_scientist
GRADUATE PROGRAM - DATA ANALYST EN SANTÉ (F/H),GRADUATE PROGRAM - DATA ANALYST EN SANTÉ (F/H) - NANTERRE (92) - INDEED.FR,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7",data_scientist
DATA SCIENTIST - H/F,DATA SCIENTIST - H/F - PARIS (75) - INDEED.FR,La Banque de France,Banque de France,127.0,"4,1","4,1","3,9","4,0","3,7","3,9",data_scientist
CRM DATA ANALYST MANAGER,CRM DATA ANALYST MANAGER - HAUTS-DE-SEINE - INDEED.FR,AccorHotels,AccorHotels,2.0,"4,1","3,8","3,6","3,7","3,7","3,9",data_scientist
LEAD DATA SCIENTIST (H/F) - CDI PARIS,LEAD DATA SCIENTIST (H/F) - CDI PARIS - PARIS (75) - INDEED.FR,Kapten (ex-Chauffeur Privé),,,,,,,,,data_scientist
CONSULTANT DATA ANALYTICS (H/F),CONSULTANT DATA ANALYTICS (H/F) - PARIS (75) - INDEED.FR,Azeo Talents & Technology,,,,,,,,,data_scientist
INGÉNIEUR EN ANALYSE DE DONNÉES (DATA SCIENTIST) H/F,INGÉNIEUR EN ANALYSE DE DONNÉES (DATA SCIENTIST) H/F - MAGNY-LES-HAMEAUX (78) - INDEED.FR,Safran,Safran,1.0,"4,0","4,0","3,9","3,6","3,6","3,8",data_scientist
DATA SCIENTIST F/H,DATA SCIENTIST F/H - PARIS 8E (75) - INDEED.FR,SANTIANE,Santiane.fr,28.0,"3,3","3,1","3,4","3,2","3,2","3,2",data_scientist
ST - BAC+4 - DATA SCIENTIST VALUE MANAGEMENT - DIRECTION DIGITAL & VOITURES CONNECTÉES H/F,ST - BAC+4 - DATA SCIENTIST VALUE MANAGEMENT - DIRECTION DIGITAL & VOITURES CONNECTÉES H/F - LE PLESSIS-ROBINSON (92) - INDEED.FR,Renault,Renault,3.0,"4,0","3,9","3,7","3,5","3,6","3,8",data_scientist
DATA PRODUCT MANAGER H/F,DATA PRODUCT MANAGER H/F - PARIS (75) - INDEED.FR,malakoff médéric humanis,malakoff médéric humanis,78.0,"3,8","4,0","3,7","3,0","3,2","3,7",data_scientist
CONSULTANT DATA SCIENTIST H/F (PARIS),CONSULTANT DATA SCIENTIST H/F (PARIS) - PARIS (75) - INDEED.FR,Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2",data_scientist
GRADUATE PROGRAM - DATA SCIENTIST BIG DATA (F/H),GRADUATE PROGRAM - DATA SCIENTIST BIG DATA (F/H) - NANTERRE (92) - INDEED.FR,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7",data_scientist
DATA SCIENTIST POUR LE DATA LAB IGAD-(H/F),DATA SCIENTIST POUR LE DATA LAB IGAD-(H/F) - LA DÉFENSE (92) - INDEED.FR,Société Générale,Société Générale,2.0,"3,9","3,8","3,6","3,6","3,5","3,7",data_scientist
CONSULTANT DATA SCIENTIST H/F,CONSULTANT DATA SCIENTIST H/F - PARIS (75) - INDEED.FR,Wavestone,Wavestone,14.0,"3,9","3,7","4,0","4,0","3,6","4,0",data_scientist
MANAGER DATA SCIENTIST,MANAGER DATA SCIENTIST - PARIS (75) - INDEED.FR,Capital Management Fund,,,,,,,,,data_scientist
CONSULTANT/ MANAGER DATA SCIENCE,CONSULTANT/ MANAGER DATA SCIENCE - PARIS (75) - INDEED.FR,Solantis - Consulting Agency,,,,,,,,,data_scientist
STAGE CHEF DE PROJETS DATA,STAGE CHEF DE PROJETS DATA - 75009 PARIS 9E - INDEED.FR,Numberly,,,,,,,,,data_scientist
DATA MANAGER,DATA MANAGER - PARIS (75) - INDEED.FR,AID intelligence to Data,,,,,,,,,data_scientist
DATA SCIENTIST DEVELOPER/ DATA ENGINEER,DATA SCIENTIST DEVELOPER/ DATA ENGINEER - PARIS (75) - INDEED.FR,IQVIA,IQVIA,193.0,"3,7","3,7","3,6","3,4","3,3","3,5",data_scientist
CONSULTANT BIG DATA H/F,CONSULTANT BIG DATA H/F - PARIS (75) - INDEED.FR,Logware,LOGWARE,4.0,"4,3","4,7","4,0","4,3","4,3","4,3",data_scientist
INGÉNIEURS BIG DATA,INGÉNIEURS BIG DATA - MONTREUIL (93) - INDEED.FR,BNP Paribas,BNP Paribas,2.0,"3,9","3,9","3,7","3,6","3,5","3,8",data_scientist
CONSULTANT DATA SCIENTIST H/F,CONSULTANT DATA SCIENTIST H/F - NEUILLY-SUR-SEINE (92) - INDEED.FR,Beezen,,,,,,,,,data_scientist
DATA SCIENTIST,DATA SCIENTIST - PARIS (75) - INDEED.FR,DATATORII,,,,,,,,,data_scientist
DASHBOARD DEVELOPER PARIS / FREELANCE,DASHBOARD DEVELOPER PARIS / FREELANCE - PARIS (75) - INDEED.FR,K2 Partnering Solutions Ltd,,,,,,,,,data_scientist
DATA MARKETING SCIENTIST H/F,DATA MARKETING SCIENTIST H/F - SURESNES (92) - INDEED.FR,GfK,GfK,399.0,"3,7","3,7","3,3","3,0","3,3","3,4",data_scientist
DATA ENGINEER,DATA ENGINEER - PARIS 16E (75) - INDEED.FR,onepoint,ONEPOINT,2.0,"4,0","4,0","3,5","3,5","4,0","4,5",data_scientist
LEAD DATA ENGINEER H/F,LEAD DATA ENGINEER H/F - PARIS (75) - INDEED.FR,Back Market,,,,,,,,,data_scientist
DATA ENGINEER BI F/H,DATA ENGINEER BI F/H - PARIS (75) - INDEED.FR,Happn,,,,,,,,,data_scientist
DATA SCIENTIST,DATA SCIENTIST - 94250 GENTILLY - INDEED.FR,Silex,Silex,6.0,"4,2","4,0","3,6","3,2","3,4","3,0",data_scientist
DATA SCIENTIST F/H,DATA SCIENTIST F/H - FONTENAY-SOUS-BOIS (94) - INDEED.FR,CONSORT INFOGERANCE,,,,,,,,,data_scientist
DATA SCIENTIST ASSURANCES COLLECTIVES (F/H),DATA SCIENTIST ASSURANCES COLLECTIVES (F/H) - NANTERRE (92) - INDEED.FR,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7",data_scientist
SENIOR DATA SCIENTIST (H/F) – CDI,SENIOR DATA SCIENTIST (H/F) – CDI - BOULOGNE-BILLANCOURT (92) - INDEED.FR,HILTI,HILTI,666.0,"4,0","3,7","3,6","3,5","3,4","4,0",data_scientist
INGÉNIEUR DATA SCIENTIST F/H,INGÉNIEUR DATA SCIENTIST F/H - PARIS 1ER (75) - INDEED.FR,Hipip IN,,,,,,,,,data_scientist
ECONOMIC AND FINANCIAL DATA ANALYST - (F/H) - INTERNSHIP,ECONOMIC AND FINANCIAL DATA ANALYST - (F/H) - INTERNSHIP - PARIS (75) - INDEED.FR,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7",data_scientist
CONSULTANT BIG DATA,CONSULTANT BIG DATA - PARIS (75) - INDEED.FR,intm groupe,,,,,,,,,data_scientist
DATA SCIENTIST SENIOR F/H,DATA SCIENTIST SENIOR F/H - SURESNES (92) - INDEED.FR,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7",data_scientist
OPTIMIZATION SENIOR RESEARCH SCIENTIST,OPTIMIZATION SENIOR RESEARCH SCIENTIST - PALAISEAU (91) - INDEED.FR,Total,Total,1.0,"3,9","3,7","3,6","3,4","3,5","3,6",data_scientist
HEAD OF DATA SCIENCE,HEAD OF DATA SCIENCE - CHARENTON-LE-PONT (94) - INDEED.FR,Compte Nickel,Compte Nickel,13.0,"3,6","3,8","2,8","3,6","3,8","3,7",data_scientist
ARCHITECTE DE SERVICE - DATA SCIENTIST (H/F),ARCHITECTE DE SERVICE - DATA SCIENTIST (H/F) - GENNEVILLIERS (92) - INDEED.FR,Thales Group,Thales,1.0,"4,0","4,0","4,0","3,5","3,5","3,8",data_scientist
"DATA SCIENTIST, EU AMAZON VENDOR SERVICES","DATA SCIENTIST, EU AMAZON VENDOR SERVICES - PARIS (75) - INDEED.FR",Amazon EU SARL (FR),Amazon.com,31.0,"3,6","3,3","3,7","3,2","3,2","3,4",data_scientist
DATA ENGINEER / ML ENGINEER (H/F),DATA ENGINEER / ML ENGINEER (H/F) - PARIS (75) - INDEED.FR,OUI.sncf,OUI.sncf,7.0,"3,4","3,9","3,4","3,6","2,6","3,3",data_scientist
SENIOR DATA ENGINEER (H/F) – CDI,SENIOR DATA ENGINEER (H/F) – CDI - BOULOGNE-BILLANCOURT (92) - INDEED.FR,HILTI,HILTI,666.0,"4,0","3,7","3,6","3,5","3,4","4,0",data_scientist
[FINANCE] DATA SCIENTIST (H/F),[FINANCE] DATA SCIENTIST (H/F) - PARIS (75) - INDEED.FR,Meritis Finance,,,,,,,,,data_scientist
DATA SCIENCE DIRECTOR,DATA SCIENCE DIRECTOR - PARIS (75) - INDEED.FR,Gameloft,Gameloft,67.0,"3,8","3,8","3,2","3,0","3,2","3,5",data_scientist
CONSULTANT BI,CONSULTANT BI - 75002 PARIS 2E - INDEED.FR,Beasy,,,,,,,,,data_scientist
HEAD OF DATA SCIENCE,HEAD OF DATA SCIENCE - CHARENTON-LE-PONT (94) - INDEED.FR,Nickel,,,,,,,,,data_scientist
CDI - RESP. TECHNIQUE SERVICE DIGITALISATION H/F,CDI - RESP. TECHNIQUE SERVICE DIGITALISATION H/F - PARIS - INDEED.FR,General Electric,GE Corporate,6.0,"4,1","3,9","3,9","3,5","3,6","3,9",data_scientist
DATA ARCHITECTE (F/H),DATA ARCHITECTE (F/H) - PARIS (75) - INDEED.FR,Zenika,,,,,,,,,data_scientist
HEAD OF DATA ANALYTICS H/F,HEAD OF DATA ANALYTICS H/F - PARIS (75) - INDEED.FR,Crédit mutuel Arkéa,Crédit Mutuel,422.0,"4,0","3,9","3,7","3,6","3,5","3,8",data_scientist
SENIOR DATA SCIENTIST,SENIOR DATA SCIENTIST - BOULOGNE-BILLANCOURT (92) - INDEED.FR,HILTI,HILTI,666.0,"4,0","3,7","3,6","3,5","3,4","4,0",data_scientist
"RESEARCH SOFTWARE ENGINEER, UBER ELEVATE ADVANCED TECHNOLOGY CENTER","RESEARCH SOFTWARE ENGINEER, UBER ELEVATE ADVANCED TECHNOLOGY CENTER - PARIS (75) - INDEED.FR",Uber,Uber,531.0,"3,8","3,8","3,4","3,0","3,4","3,7",data_scientist
HEAD OF DATA SCIENCE,HEAD OF DATA SCIENCE - PARIS (75) - INDEED.FR,Botify,,,,,,,,,data_scientist
RESEARCH SCIENTIST - SAFETY OF PROGRAMS AND SOFTWARE SYSTEMS,RESEARCH SCIENTIST - SAFETY OF PROGRAMS AND SOFTWARE SYSTEMS - PARIS (75) - INDEED.FR,Uber,Uber,531.0,"3,8","3,8","3,4","3,0","3,4","3,7",data_scientist
SOFTWARE ENGINEER H/F (CDI),SOFTWARE ENGINEER H/F (CDI) - 75009 PARIS 9E - INDEED.FR,Kayrros,,,,,,,,,data_scientist
SOFTWARE ENGINEER – MACHINE LEARNING PLATFORM,SOFTWARE ENGINEER – MACHINE LEARNING PLATFORM - PARIS (75) - INDEED.FR,Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_scientist
DATA SCIENTIST / FREELANCE,DATA SCIENTIST / FREELANCE - PARIS (75) - INDEED.FR,Jefferson Frank,,,,,,,,,data_scientist
SENIOR DATA SCIENTIST,SENIOR DATA SCIENTIST - PARIS (75) - INDEED.FR,Dathena,,,,,,,,,data_scientist
"DATA SCIENTIST, PARIS OFFICE","DATA SCIENTIST, PARIS OFFICE - 75001 PARIS 1ER - INDEED.FR",Synthesio,,,,,,,,,data_scientist
POST-DOCTORAL RESEARCH VISIT F/M [CAMPAGNE POST-DOCTORANTS 2019/CRI PARIS] - AUTOMATIC DETECTION OF ATYPICAL HIPPOCAMPAL DEVELOPMENT FROM MRI USING DEEP LEARNING,POST-DOCTORAL RESEARCH VISIT F/M [CAMPAGNE POST-DOCTORANTS 2019/CRI PARIS] - AUTOMATIC DETECTION OF ATYPICAL HIPPOCAMPAL DEVELOPMENT FROM MRI USING DEEP LEARNING - PARIS (75) - INDEED.FR,Inria,Inria,45.0,"4,0","4,2","3,3","3,4","3,5","3,7",data_scientist
ARCHITECTE REVIT (F/H),ARCHITECTE REVIT (F/H) - PARIS 5E (75) - INDEED.FR,TIM,,,,,,,,,data_scientist
"SOFTWARE ENGINEER – MACHINE LEARNING PLATFORM, ENGINEERING - SOFTWARE DEVELOPMENT","SOFTWARE ENGINEER – MACHINE LEARNING PLATFORM, ENGINEERING - SOFTWARE DEVELOPMENT - PARIS (75) - INDEED.FR",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_scientist
MACHINE LEARNING DEVELOPMENT LEAD - RECOMMENDER SYSTEM,MACHINE LEARNING DEVELOPMENT LEAD - RECOMMENDER SYSTEM - PARIS (75) - INDEED.FR,Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_scientist
DATA ENGINEER (M/F),DATA ENGINEER (M/F) - PARIS (75) - INDEED.FR,Voodoo,,,,,,,,,data_scientist
SPARK MACHINE LEARNING ENGINEER,SPARK MACHINE LEARNING ENGINEER - PARIS (75) - INDEED.FR,Tinyclues,,,,,,,,,data_scientist
INGÉNIEUR MACHINE LEARNING / BIG DATA (F/H),INGÉNIEUR MACHINE LEARNING / BIG DATA (F/H) - LA DÉFENSE (92) - INDEED.FR,Triskell Consulting,,,,,,,,,data_scientist
MACHINE LEARNING EXPERTS(S)- INTELLIGENT ALGORITHMS,MACHINE LEARNING EXPERTS(S)- INTELLIGENT ALGORITHMS - PARIS (75) - INDEED.FR,MOTION-ISE,,,,,,,,,data_scientist
MACHINE LEARNING ENGINEER - FR,MACHINE LEARNING ENGINEER - FR - PARIS (75) - INDEED.FR,Liftoff,,,,,,,,,data_scientist
LEAD DATA ENGINEER,LEAD DATA ENGINEER - PARIS (75) - INDEED.FR,Drivy,,,,,,,,,data_scientist
DATA SCIENTIST ORIENTÉ(E) RECHERCHE EN MACHINE LEARNING (H/F),DATA SCIENTIST ORIENTÉ(E) RECHERCHE EN MACHINE LEARNING (H/F) - PALAISEAU (91) - INDEED.FR,Thales Group,Thales,1.0,"4,0","4,0","4,0","3,5","3,5","3,8",data_scientist
MACHINE LEARNING ENGINEER,MACHINE LEARNING ENGINEER - PARIS (75) - INDEED.FR,Allegorithmic,,,,,,,,,data_scientist
LEAD ANDROID DEVELOPER (H/F) - CDI PARIS #KOTLIN,LEAD ANDROID DEVELOPER (H/F) - CDI PARIS #KOTLIN - PARIS (75) - INDEED.FR,Kapten,KAPTEN,4.0,"4,0","3,5","3,3","3,8","4,0","4,8",data_scientist
"DATA SCIENTIST, PRODUCT ANALYTICS & DATA SCIENCE","DATA SCIENTIST, PRODUCT ANALYTICS & DATA SCIENCE - PARIS (75) - INDEED.FR",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_scientist
"DATA SCIENTIST, PRODUCT ANALYTICS & DATA SCIENCE, ANALYTICS","DATA SCIENTIST, PRODUCT ANALYTICS & DATA SCIENCE, ANALYTICS - PARIS (75) - INDEED.FR",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_scientist
DATA SCIENTIST / DÉVELOPPEUR BIG DATA,DATA SCIENTIST / DÉVELOPPEUR BIG DATA - PARIS (75) - INDEED.FR,SESAMm,SESAMm,2.0,"5,0","4,5","5,0","4,5","5,0","5,0",data_scientist
ARTIFICIAL INTELLIGENCE & MACHINE LEARNING DATA SCIENTIST,ARTIFICIAL INTELLIGENCE & MACHINE LEARNING DATA SCIENTIST - CLAMART (92) - INDEED.FR,Schlumberger,Schlumberger,5.0,"4,0","3,4","4,0","3,5","3,6","3,9",data_scientist
LEAD FULLSTACK DEVELOPER (H/F) - CDI PARIS,LEAD FULLSTACK DEVELOPER (H/F) - CDI PARIS - PARIS (75) - INDEED.FR,Kapten,KAPTEN,4.0,"4,0","3,5","3,3","3,8","4,0","4,8",data_scientist
MACHINE LEARNING ENGINEER,MACHINE LEARNING ENGINEER - PARIS (75) - INDEED.FR,UiPath,,,,,,,,,data_scientist
DATA SCIENTIST F/H,DATA SCIENTIST F/H - PARIS 15E (75) - INDEED.FR,DEV6GROUP,,,,,,,,,data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - LA DÉFENSE (92) - INDEED.FR,AstraZeneca,AstraZeneca,1.0,"4,1","4,0","4,1","3,4","3,6","3,9",data_scientist
DATA SCIENTIST (H/F),DATA SCIENTIST (H/F) - 92360 MEUDON - INDEED.FR,Bouygues Telecom,Bouygues Telecom,522.0,"3,8","3,6","3,6","3,2","3,4","3,8",data_scientist
ARTIFICIAL INTELLIGENCE SCIENTIST H/F,ARTIFICIAL INTELLIGENCE SCIENTIST H/F - POISSY (78) - INDEED.FR,PSAPeugeotCitroen,Peugeot Citroën,1.0,"4,0","3,8","3,7","3,3","3,5","3,7",data_scientist
DATA ENGINEER H/F - PRACTICE «DATA & ANALYTICS» - IDF,DATA ENGINEER H/F - PRACTICE «DATA & ANALYTICS» - IDF - PUTEAUX (92) - INDEED.FR,Econocom,Econocom,84.0,"3,0","3,0","2,5","2,5","2,7","2,7",data_scientist
DATA SCIENTIST - INTELLIGENCE ARTIFICIELLE H/F,DATA SCIENTIST - INTELLIGENCE ARTIFICIELLE H/F - MONTROUGE (92) - INDEED.FR,Crédit Agricole S.A.,Crédit Agricole,1.0,"3,9","3,8","3,8","3,6","3,5","3,7",data_scientist
DATA SCIENTIST,DATA SCIENTIST - HAUTS-DE-SEINE - INDEED.FR,Capgemini,Capgemini,6.0,"3,8","3,7","3,3","3,6","3,3","3,6",data_scientist
LEAD DATA SCIENTIST GROUPE,LEAD DATA SCIENTIST GROUPE - PARIS (75) - INDEED.FR,Eramet,Eramet,28.0,"3,5","3,8","3,7","2,8","3,2","3,4",data_scientist
ANDROID DEVELOPER H/F,ANDROID DEVELOPER H/F - PARIS (75) - INDEED.FR,Fretlink,,,,,,,,,data_scientist
DATA SCIENTIST RISQUE DE CRÉDIT H/F,DATA SCIENTIST RISQUE DE CRÉDIT H/F - MONTROUGE (92) - INDEED.FR,CA CIB FRANCE,Ca Cib France,11.0,"3,5","3,3","3,3","3,5","3,5","3,4",data_scientist
BACKEND DEVELOPER - DATA ENGINEER,BACKEND DEVELOPER - DATA ENGINEER - PARIS (75) - INDEED.FR,Sidetrade,Sidetrade,6.0,"3,5","2,8","2,4","3,0","2,4","3,2",data_scientist
DATA SCIENTIST H/F,DATA SCIENTIST H/F - 92000 NANTERRE - INDEED.FR,Gan Assurances,GAN ASSURANCES,67.0,"3,6","3,7","3,5","3,1","3,0","3,1",data_scientist
DATA SCIENTIST CONFIRMÉ(E) H/F,DATA SCIENTIST CONFIRMÉ(E) H/F - PARIS 17E (75) - INDEED.FR,Business & Decision,Business & Decision,29.0,"3,2","3,4","2,9","2,9","3,0","3,3",data_scientist
DATA SCIENTIST F/H,DATA SCIENTIST F/H - PARIS 2E (75) - INDEED.FR,RCI BANQUE,Rci Banque,16.0,"3,8","4,1","3,3","3,1","3,3","3,5",data_scientist
